"Input sRGB u8","Input sRGB f32","Linear u8","Linear f32","Actual Linear f32","Linear Error","Output sRGB u8","Output sRGB f32","Output Error"
61,0.239216,19,0.074510,0.076177,0.001667,60,0.236294,0.002922
62,0.243137,20,0.078431,0.078439,0.000008,61,0.243124,0.000013
63,0.247059,20,0.078431,0.080731,0.002300,61,0.243124,0.003935
64,0.250980,21,0.082353,0.083052,0.000699,63,0.249804,0.001176
65,0.254902,21,0.082353,0.085403,0.003050,63,0.249804,0.005098
66,0.258824,22,0.086275,0.087782,0.001508,65,0.256344,0.002479
67,0.262745,22,0.086275,0.090191,0.003916,65,0.256344,0.006401
68,0.266667,23,0.090196,0.092628,0.002432,67,0.262754,0.003913
69,0.270588,24,0.094118,0.095095,0.000977,68,0.269040,0.001548
70,0.274510,24,0.094118,0.097590,0.003472,68,0.269040,0.005470
71,0.278431,25,0.098039,0.100114,0.002074,70,0.275211,0.003220
72,0.282353,26,0.101961,0.102666,0.000705,71,0.281274,0.001079
73,0.286275,26,0.101961,0.105247,0.003286,71,0.281274,0.005001
74,0.290196,27,0.105882,0.107856,0.001974,73,0.287234,0.002962
75,0.294118,28,0.109804,0.110494,0.000690,74,0.293096,0.001022
76,0.298039,28,0.109804,0.113160,0.003356,74,0.293096,0.004943
77,0.301961,29,0.113725,0.115854,0.002129,76,0.298866,0.003095
78,0.305882,30,0.117647,0.118576,0.000929,77,0.304548,0.001334
79,0.309804,30,0.117647,0.121327,0.003680,77,0.304548,0.005256
80,0.313726,31,0.121569,0.124105,0.002536,79,0.310147,0.003579
81,0.317647,32,0.125490,0.126911,0.001421,80,0.315666,0.001981
82,0.321569,33,0.129412,0.129746,0.000334,81,0.321109,0.000460
83,0.325490,33,0.129412,0.132608,0.003196,81,0.321109,0.004382
84,0.329412,34,0.133333,0.135497,0.002164,83,0.326479,0.002933
85,0.333333,35,0.137255,0.138415,0.001160,84,0.331779,0.001554
86,0.337255,36,0.141176,0.141359,0.000183,85,0.337012,0.000243
87,0.341176,36,0.141176,0.144332,0.003155,85,0.337012,0.004164
88,0.345098,37,0.145098,0.147332,0.002234,87,0.342181,0.002917
89,0.349020,38,0.149020,0.150359,0.001339,88,0.347289,0.001731
90,0.352941,39,0.152941,0.153414,0.000473,89,0.352337,0.000604
91,0.356863,39,0.152941,0.156496,0.003554,89,0.352337,0.004526
92,0.360784,40,0.156863,0.159605,0.002742,91,0.357328,0.003457
93,0.364706,41,0.160784,0.162741,0.001957,92,0.362263,0.002443
94,0.368627,42,0.164706,0.165904,0.001198,93,0.367146,0.001482
95,0.372549,43,0.168627,0.169095,0.000467,94,0.371977,0.000572
96,0.376471,43,0.168627,0.172312,0.003685,94,0.371977,0.004494
97,0.380392,44,0.172549,0.175556,0.003007,96,0.376758,0.003634
98,0.384314,45,0.176471,0.178828,0.002357,97,0.381491,0.002822
99,0.388235,46,0.180392,0.182126,0.001733,98,0.386178,0.002057
100,0.392157,47,0.184314,0.185450,0.001137,99,0.390820,0.001337
101,0.396078,48,0.188235,0.188802,0.000567,100,0.395418,0.000661
102,0.400000,49,0.192157,0.192180,0.000023,101,0.399973,0.000027
103,0.403922,49,0.192157,0.195585,0.003428,101,0.399973,0.003948
104,0.407843,50,0.196078,0.199016,0.002937,103,0.404488,0.003355
105,0.411765,51,0.200000,0.202474,0.002474,104,0.408962,0.002802
106,0.415686,52,0.203922,0.205958,0.002036,105,0.413398,0.002288
107,0.419608,53,0.207843,0.209468,0.001625,106,0.417796,0.001812
108,0.423529,54,0.211765,0.213005,0.001241,107,0.422157,0.001372
109,0.427451,55,0.215686,0.216569,0.000882,108,0.426483,0.000968
110,0.431373,56,0.219608,0.220158,0.000550,109,0.430773,0.000599
111,0.435294,57,0.223529,0.223774,0.000244,110,0.435030,0.000264
112,0.439216,57,0.223529,0.227416,0.003886,110,0.435030,0.004186
113,0.443137,58,0.227451,0.231083,0.003633,112,0.439254,0.003884
114,0.447059,59,0.231373,0.234777,0.003405,113,0.443445,0.003614
115,0.450980,60,0.235294,0.238497,0.003203,114,0.447605,0.003375
116,0.454902,61,0.239216,0.242243,0.003028,115,0.451734,0.003168
117,0.458824,62,0.243137,0.246015,0.002878,116,0.455834,0.002990
118,0.462745,63,0.247059,0.249813,0.002754,117,0.459904,0.002841
119,0.466667,64,0.250980,0.253637,0.002656,118,0.463945,0.002722
120,0.470588,65,0.254902,0.257486,0.002584,119,0.467958,0.002630
121,0.474510,66,0.258824,0.261361,0.002538,120,0.471945,0.002565
122,0.478431,67,0.262745,0.265262,0.002517,121,0.475904,0.002528
123,0.482353,68,0.266667,0.269189,0.002522,122,0.479837,0.002516
124,0.486275,69,0.270588,0.273141,0.002553,123,0.483745,0.002530
125,0.490196,70,0.274510,0.277119,0.002609,124,0.487627,0.002569
126,0.494118,71,0.278431,0.281122,0.002691,125,0.491485,0.002633
127,0.498039,72,0.282353,0.285151,0.002798,126,0.495319,0.002721
128,0.501961,73,0.286275,0.289205,0.002930,127,0.499129,0.002832
129,0.505882,74,0.290196,0.293285,0.003088,128,0.502916,0.002967
130,0.509804,75,0.294118,0.297390,0.003272,129,0.506680,0.003124
131,0.513726,76,0.298039,0.301520,0.003481,130,0.510422,0.003303
132,0.517647,77,0.301961,0.305676,0.003715,131,0.514143,0.003504
133,0.521569,79,0.309804,0.309857,0.000053,132,0.521519,0.000049
134,0.525490,80,0.313726,0.314063,0.000337,133,0.525177,0.000314
135,0.529412,81,0.317647,0.318294,0.000647,134,0.528814,0.000598
136,0.533333,82,0.321569,0.322551,0.000982,135,0.532431,0.000903
137,0.537255,83,0.325490,0.326832,0.001342,136,0.536028,0.001227
138,0.541176,84,0.329412,0.331139,0.001727,137,0.539607,0.001570
139,0.545098,85,0.333333,0.335471,0.002137,138,0.543166,0.001932
140,0.549020,86,0.337255,0.339827,0.002572,139,0.546707,0.002313
141,0.552941,87,0.341176,0.344209,0.003032,140,0.550230,0.002712
142,0.556863,88,0.345098,0.348616,0.003517,141,0.553734,0.003129
143,0.560784,90,0.352941,0.353047,0.000106,142,0.560691,0.000093
144,0.564706,91,0.356863,0.357503,0.000641,143,0.564143,0.000562
145,0.568627,92,0.360784,0.361985,0.001200,144,0.567579,0.001048
146,0.572549,93,0.364706,0.366491,0.001785,145,0.570998,0.001551
147,0.576471,94,0.368627,0.371021,0.002394,146,0.574401,0.002069
148,0.580392,95,0.372549,0.375577,0.003028,147,0.577788,0.002604
149,0.584314,96,0.376471,0.380157,0.003686,148,0.581159,0.003155
150,0.588235,98,0.384314,0.384762,0.000448,149,0.587855,0.000381
151,0.592157,99,0.388235,0.389391,0.001156,150,0.591180,0.000977
152,0.596078,100,0.392157,0.394045,0.001888,151,0.594490,0.001589
153,0.600000,101,0.396078,0.398724,0.002645,152,0.597785,0.002215
154,0.603922,102,0.400000,0.403427,0.003427,153,0.601066,0.002856
155,0.607843,104,0.407843,0.408155,0.000312,154,0.607585,0.000258
156,0.611765,105,0.411765,0.412907,0.001142,155,0.610824,0.000941
157,0.615686,106,0.415686,0.417683,0.001997,156,0.614049,0.001637
158,0.619608,107,0.419608,0.422484,0.002876,157,0.617261,0.002347
159,0.623529,108,0.423529,0.427309,0.003780,158,0.620459,0.003070
160,0.627451,110,0.431373,0.432159,0.000787,159,0.626816,0.000635
161,0.631373,111,0.435294,0.437033,0.001739,160,0.629976,0.001397
162,0.635294,112,0.439216,0.441931,0.002716,161,0.633122,0.002172
163,0.639216,113,0.443137,0.446854,0.003716,162,0.636257,0.002959
164,0.643137,115,0.450980,0.451800,0.000820,163,0.642488,0.000649
165,0.647059,116,0.454902,0.456771,0.001869,164,0.645586,0.001473
166,0.650980,117,0.458824,0.461766,0.002943,165,0.648672,0.002308
167,0.654902,119,0.466667,0.466785,0.000119,166,0.654809,0.000093
168,0.658824,120,0.470588,0.471829,0.001241,167,0.657861,0.000963
169,0.662745,121,0.474510,0.476896,0.002386,168,0.660901,0.001844
170,0.666667,122,0.478431,0.481987,0.003556,169,0.663930,0.002737
171,0.670588,124,0.486275,0.487103,0.000828,170,0.669954,0.000634
172,0.674510,125,0.490196,0.492242,0.002046,171,0.672951,0.001559
173,0.678431,126,0.494118,0.497406,0.003288,172,0.675936,0.002495
174,0.682353,128,0.501961,0.502593,0.000632,173,0.681876,0.000477
175,0.686275,129,0.505882,0.507804,0.001922,174,0.684830,0.001444
176,0.690196,130,0.509804,0.513039,0.003235,175,0.687775,0.002421
177,0.694118,132,0.517647,0.518298,0.000651,176,0.693633,0.000484
178,0.698039,133,0.521569,0.523581,0.002012,177,0.696548,0.001492
179,0.701961,134,0.525490,0.528887,0.003397,178,0.699452,0.002508
180,0.705882,136,0.533333,0.534218,0.000884,179,0.705233,0.000649
181,0.709804,137,0.537255,0.539572,0.002317,180,0.708109,0.001695
182,0.713726,138,0.541176,0.544949,0.003773,181,0.710976,0.002750
183,0.717647,140,0.549020,0.550351,0.001331,182,0.716682,0.000965
184,0.721569,141,0.552941,0.555776,0.002835,183,0.719522,0.002047
185,0.725490,143,0.560784,0.561225,0.000440,184,0.725174,0.000316
186,0.729412,144,0.564706,0.566697,0.001991,185,0.727987,0.001425
187,0.733333,145,0.568627,0.572193,0.003566,186,0.730791,0.002542
188,0.737255,147,0.576471,0.577713,0.001242,187,0.736374,0.000881
189,0.741176,148,0.580392,0.583256,0.002863,188,0.739153,0.002024
190,0.745098,150,0.588235,0.588822,0.000587,189,0.744685,0.000413
191,0.749020,151,0.592157,0.594412,0.002255,190,0.747439,0.001580
192,0.752941,153,0.600000,0.600026,0.000026,191,0.752923,0.000018
193,0.756863,154,0.603922,0.605663,0.001741,192,0.755653,0.001210
194,0.760784,155,0.607843,0.611323,0.003480,193,0.758375,0.002409
195,0.764706,157,0.615686,0.617007,0.001321,194,0.763796,0.000910
196,0.768627,158,0.619608,0.622714,0.003106,195,0.766495,0.002132
197,0.772549,160,0.627451,0.628444,0.000993,196,0.771870,0.000679
198,0.776471,161,0.631373,0.634198,0.002826,197,0.774547,0.001924
199,0.780392,163,0.639216,0.639975,0.000760,198,0.779877,0.000515
200,0.784314,164,0.643137,0.645776,0.002638,199,0.782532,0.001782
201,0.788235,166,0.650980,0.651599,0.000619,200,0.787819,0.000416
202,0.792157,167,0.654902,0.657446,0.002544,201,0.790452,0.001704
203,0.796078,169,0.662745,0.663316,0.000571,202,0.795698,0.000381
204,0.800000,170,0.666667,0.669209,0.002543,203,0.798310,0.001690
205,0.803922,172,0.674510,0.675126,0.000616,204,0.803514,0.000408
206,0.807843,173,0.678431,0.681065,0.002634,205,0.806106,0.001737
207,0.811765,175,0.686275,0.687028,0.000753,206,0.811270,0.000495
208,0.815686,176,0.690196,0.693013,0.002817,207,0.813842,0.001844
209,0.819608,178,0.698039,0.699022,0.000983,208,0.818967,0.000641
210,0.823529,179,0.701961,0.705054,0.003093,209,0.821520,0.002009
211,0.827451,181,0.709804,0.711109,0.001305,210,0.826607,0.000844
212,0.831373,182,0.713726,0.717187,0.003461,211,0.829141,0.002231
213,0.835294,184,0.721569,0.723288,0.001719,212,0.834191,0.001103
214,0.839216,185,0.725490,0.729411,0.003921,213,0.836706,0.002509
215,0.843137,187,0.733333,0.735558,0.002225,214,0.841720,0.001418
216,0.847059,189,0.741176,0.741728,0.000551,215,0.846709,0.000350
217,0.850980,190,0.745098,0.747920,0.002822,216,0.849195,0.001785
218,0.854902,192,0.752941,0.754135,0.001194,217,0.854150,0.000752
219,0.858824,193,0.756863,0.760374,0.003511,218,0.856618,0.002205
220,0.862745,195,0.764706,0.766635,0.001929,219,0.861538,0.001207
221,0.866667,197,0.772549,0.772919,0.000370,220,0.866436,0.000230
222,0.870588,198,0.776471,0.779225,0.002755,221,0.868877,0.001711
223,0.874510,200,0.784314,0.785555,0.001241,222,0.873742,0.000768
224,0.878431,201,0.788235,0.791907,0.003672,223,0.876166,0.002265
225,0.882353,203,0.796078,0.798282,0.002203,224,0.880999,0.001354
226,0.886275,205,0.803922,0.804679,0.000758,225,0.885811,0.000464
227,0.890196,206,0.807843,0.811100,0.003256,226,0.888209,0.001987
228,0.894118,208,0.815686,0.817543,0.001856,227,0.892989,0.001128
229,0.898039,210,0.823529,0.824008,0.000479,228,0.897749,0.000290
230,0.901961,211,0.827451,0.830496,0.003045,229,0.900122,0.001839
231,0.905882,213,0.835294,0.837007,0.001713,230,0.904852,0.001031
232,0.909804,215,0.843137,0.843541,0.000403,231,0.909562,0.000242
233,0.913725,216,0.847059,0.850097,0.003038,232,0.911910,0.001815
234,0.917647,218,0.854902,0.856675,0.001773,233,0.916591,0.001056
235,0.921569,220,0.862745,0.863276,0.000531,234,0.921254,0.000315
236,0.925490,221,0.866667,0.869900,0.003233,235,0.923578,0.001913
237,0.929412,223,0.874510,0.876546,0.002036,236,0.928212,0.001200
238,0.933333,225,0.882353,0.883215,0.000862,237,0.932827,0.000506
239,0.937255,226,0.886275,0.889906,0.003631,238,0.935128,0.002127
240,0.941176,228,0.894118,0.896619,0.002501,239,0.939717,0.001460
241,0.945098,230,0.901961,0.903355,0.001394,240,0.944288,0.000811
242,0.949020,232,0.909804,0.910113,0.000309,241,0.948840,0.000179
243,0.952941,233,0.913725,0.916894,0.003168,242,0.951110,0.001831
244,0.956863,235,0.921569,0.923697,0.002128,243,0.955637,0.001225
245,0.960784,237,0.929412,0.930522,0.001110,244,0.960147,0.000637
246,0.964706,239,0.937255,0.937370,0.000115,245,0.964640,0.000066
247,0.968627,240,0.941176,0.944240,0.003063,246,0.966881,0.001747
248,0.972549,242,0.949020,0.951132,0.002112,247,0.971349,0.001200
249,0.976471,244,0.956863,0.958046,0.001184,248,0.975800,0.000670
250,0.980392,246,0.964706,0.964983,0.000277,249,0.980236,0.000156
251,0.984314,247,0.968627,0.971942,0.003315,250,0.982447,0.001866
252,0.988235,249,0.976471,0.978923,0.002453,251,0.986859,0.001376
253,0.992157,251,0.984314,0.985927,0.001613,252,0.991255,0.000902
254,0.996078,253,0.992157,0.992952,0.000795,253,0.995635,0.000443
255,1.000000,255,1.000000,1.000000,0.000000,255,1.000000,0.000000
