"Input sRGB u8","Input sRGB f32","Linear u8","Linear f32","Actual Linear f32","Linear Error","Output sRGB u8","Output sRGB f32","Output Error"
40,0.156863,4,0.015686,0.016988,0.001302,38,0.151280,0.005583
41,0.160784,4,0.015686,0.017936,0.002250,38,0.151280,0.009504
42,0.164706,4,0.015686,0.018913,0.003227,38,0.151280,0.013426
43,0.168627,5,0.019608,0.019918,0.000310,42,0.167429,0.001198
44,0.172549,5,0.019608,0.020951,0.001343,42,0.167429,0.005120
45,0.176471,5,0.019608,0.022013,0.002405,42,0.167429,0.009041
46,0.180392,5,0.019608,0.023104,0.003496,42,0.167429,0.012963
47,0.184314,6,0.023529,0.024223,0.000694,46,0.181896,0.002418
48,0.188235,6,0.023529,0.025371,0.001842,46,0.181896,0.006339
49,0.192157,6,0.023529,0.026549,0.003019,46,0.181896,0.010261
50,0.196078,7,0.027451,0.027755,0.000304,49,0.195098,0.000980
51,0.200000,7,0.027451,0.028991,0.001540,49,0.195098,0.004902
52,0.203922,7,0.027451,0.030257,0.002806,49,0.195098,0.008823
53,0.207843,8,0.031373,0.031551,0.000179,52,0.207307,0.000536
54,0.211765,8,0.031373,0.032876,0.001503,52,0.207307,0.004458
55,0.215686,8,0.031373,0.034230,0.002858,52,0.207307,0.008379
56,0.219608,9,0.035294,0.035614,0.000320,55,0.218708,0.000900
57,0.223529,9,0.035294,0.037029,0.001734,55,0.218708,0.004821
58,0.227451,9,0.035294,0.038473,0.003179,55,0.218708,0.008743
59,0.231373,10,0.039216,0.039947,0.000731,58,0.229437,0.001935
60,0.235294,10,0.039216,0.041452,0.002236,58,0.229437,0.005857
61,0.239216,10,0.039216,0.042987,0.003771,58,0.229437,0.009779
62,0.243137,11,0.043137,0.044553,0.001415,61,0.239595,0.003542
63,0.247059,11,0.043137,0.046149,0.003012,61,0.239595,0.007463
64,0.250980,12,0.047059,0.047776,0.000717,63,0.249261,0.001719
65,0.254902,12,0.047059,0.049433,0.002375,63,0.249261,0.005641
66,0.258824,13,0.050980,0.051122,0.000142,65,0.258497,0.000326
67,0.262745,13,0.050980,0.052842,0.001861,65,0.258497,0.004248
68,0.266667,13,0.050980,0.054592,0.003612,65,0.258497,0.008169
69,0.270588,14,0.054902,0.056374,0.001472,68,0.267353,0.003235
70,0.274510,14,0.054902,0.058187,0.003285,68,0.267353,0.007157
71,0.278431,15,0.058824,0.060032,0.001208,70,0.275870,0.002561
72,0.282353,15,0.058824,0.061907,0.003084,70,0.275870,0.006483
73,0.286275,16,0.062745,0.063815,0.001070,72,0.284083,0.002191
74,0.290196,16,0.062745,0.065754,0.003009,72,0.284083,0.006113
75,0.294118,17,0.066667,0.067725,0.001058,74,0.292020,0.002097
76,0.298039,17,0.066667,0.069727,0.003060,74,0.292020,0.006019
77,0.301961,18,0.070588,0.071761,0.001173,76,0.299707,0.002254
78,0.305882,18,0.070588,0.073828,0.003240,76,0.299707,0.006176
79,0.309804,19,0.074510,0.075926,0.001416,78,0.307164,0.002640
80,0.313726,19,0.074510,0.078057,0.003547,78,0.307164,0.006562
81,0.317647,20,0.078431,0.080219,0.001788,80,0.314409,0.003238
82,0.321569,21,0.082353,0.082414,0.000061,81,0.321460,0.000109
83,0.325490,21,0.082353,0.084642,0.002289,81,0.321460,0.004030
84,0.329412,22,0.086275,0.086901,0.000627,83,0.328330,0.001082
85,0.333333,22,0.086275,0.089194,0.002919,83,0.328330,0.005004
86,0.337255,23,0.090196,0.091518,0.001322,85,0.335031,0.002224
87,0.341176,23,0.090196,0.093876,0.003680,85,0.335031,0.006145
88,0.345098,24,0.094118,0.096266,0.002148,87,0.341576,0.003522
89,0.349020,25,0.098039,0.098689,0.000650,88,0.347973,0.001047
90,0.352941,25,0.098039,0.101145,0.003106,88,0.347973,0.004968
91,0.356863,26,0.101961,0.103634,0.001673,90,0.354232,0.002631
92,0.360784,27,0.105882,0.106156,0.000274,91,0.360361,0.000423
93,0.364706,27,0.105882,0.108711,0.002829,91,0.360361,0.004345
94,0.368627,28,0.109804,0.111299,0.001495,93,0.366368,0.002260
95,0.372549,29,0.113725,0.113921,0.000195,94,0.372258,0.000291
96,0.376471,29,0.113725,0.116576,0.002850,94,0.372258,0.004212
97,0.380392,30,0.117647,0.119264,0.001617,96,0.378039,0.002353
98,0.384314,31,0.121569,0.121986,0.000417,97,0.383716,0.000598
99,0.388235,31,0.121569,0.124741,0.003172,97,0.383716,0.004519
100,0.392157,32,0.125490,0.127530,0.002040,99,0.389294,0.002863
101,0.396078,33,0.129412,0.130352,0.000941,100,0.394777,0.001302
102,0.400000,33,0.129412,0.133209,0.003797,100,0.394777,0.005223
103,0.403922,34,0.133333,0.136099,0.002765,102,0.400170,0.003751
104,0.407843,35,0.137255,0.139022,0.001768,103,0.405478,0.002365
105,0.411765,36,0.141176,0.141980,0.000804,104,0.410703,0.001061
106,0.415686,36,0.141176,0.144972,0.003796,104,0.410703,0.004983
107,0.419608,37,0.145098,0.147998,0.002900,106,0.415850,0.003757
108,0.423529,38,0.149020,0.151058,0.002038,107,0.420922,0.002607
109,0.427451,39,0.152941,0.154152,0.001211,108,0.425921,0.001530
110,0.431373,40,0.156863,0.157281,0.000418,109,0.430851,0.000521
111,0.435294,40,0.156863,0.160444,0.003581,109,0.430851,0.004443
112,0.439216,41,0.160784,0.163641,0.002856,111,0.435714,0.003502
113,0.443137,42,0.164706,0.166872,0.002166,112,0.440513,0.002624
114,0.447059,43,0.168627,0.170138,0.001511,113,0.445250,0.001809
115,0.450980,44,0.172549,0.173439,0.000890,114,0.449927,0.001053
116,0.454902,45,0.176471,0.176774,0.000304,115,0.454547,0.000355
117,0.458824,45,0.176471,0.180144,0.003674,115,0.454547,0.004277
118,0.462745,46,0.180392,0.183549,0.003157,117,0.459110,0.003635
119,0.466667,47,0.184314,0.186989,0.002675,118,0.463620,0.003046
120,0.470588,48,0.188235,0.190463,0.002228,119,0.468078,0.002510
121,0.474510,49,0.192157,0.193972,0.001815,120,0.472486,0.002024
122,0.478431,50,0.196078,0.197516,0.001438,121,0.476845,0.001586
123,0.482353,51,0.200000,0.201096,0.001096,122,0.481157,0.001196
124,0.486275,52,0.203922,0.204710,0.000789,123,0.485422,0.000852
125,0.490196,53,0.207843,0.208360,0.000517,124,0.489643,0.000553
126,0.494118,54,0.211765,0.212044,0.000280,125,0.493821,0.000296
127,0.498039,55,0.215686,0.215764,0.000078,126,0.497957,0.000082
128,0.501961,55,0.215686,0.219520,0.003833,126,0.497957,0.004004
129,0.505882,56,0.219608,0.223310,0.003703,128,0.502052,0.003830
130,0.509804,57,0.223529,0.227137,0.003607,129,0.506108,0.003696
131,0.513726,58,0.227451,0.230998,0.003547,130,0.510125,0.003601
132,0.517647,59,0.231373,0.234895,0.003523,131,0.514104,0.003543
133,0.521569,60,0.235294,0.238828,0.003534,132,0.518046,0.003522
134,0.525490,61,0.239216,0.242796,0.003581,133,0.521953,0.003537
135,0.529412,62,0.243137,0.246800,0.003663,134,0.525825,0.003586
136,0.533333,63,0.247059,0.250840,0.003781,135,0.529664,0.003670
137,0.537255,65,0.254902,0.254916,0.000014,136,0.537242,0.000013
138,0.541176,66,0.258824,0.259027,0.000204,137,0.540983,0.000194
139,0.545098,67,0.262745,0.263175,0.000430,138,0.544693,0.000405
140,0.549020,68,0.266667,0.267358,0.000691,139,0.548374,0.000646
141,0.552941,69,0.270588,0.271577,0.000989,140,0.552025,0.000916
142,0.556863,70,0.274510,0.275833,0.001323,141,0.555647,0.001216
143,0.560784,71,0.278431,0.280124,0.001693,142,0.559241,0.001543
144,0.564706,72,0.282353,0.284452,0.002099,143,0.562808,0.001898
145,0.568627,73,0.286275,0.288816,0.002541,144,0.566348,0.002280
146,0.572549,74,0.290196,0.293216,0.003020,145,0.569861,0.002688
147,0.576471,75,0.294118,0.297653,0.003535,146,0.573349,0.003122
148,0.580392,77,0.301961,0.302126,0.000165,147,0.580248,0.000144
149,0.584314,78,0.305882,0.306635,0.000752,148,0.583662,0.000652
150,0.588235,79,0.309804,0.311181,0.001377,149,0.587051,0.001184
151,0.592157,80,0.313726,0.315763,0.002037,150,0.590417,0.001740
152,0.596078,81,0.317647,0.320382,0.002735,151,0.593760,0.002318
153,0.600000,82,0.321569,0.325037,0.003468,152,0.597081,0.002919
154,0.603922,84,0.329412,0.329729,0.000317,153,0.603657,0.000264
155,0.607843,85,0.333333,0.334458,0.001124,154,0.606913,0.000930
156,0.611765,86,0.337255,0.339223,0.001968,155,0.610149,0.001616
157,0.615686,87,0.341176,0.344026,0.002849,156,0.613363,0.002323
158,0.619608,88,0.345098,0.348865,0.003767,157,0.616558,0.003050
159,0.623529,90,0.352941,0.353741,0.000800,158,0.622888,0.000641
160,0.627451,91,0.356863,0.358654,0.001791,159,0.626025,0.001426
161,0.631373,92,0.360784,0.363604,0.002820,160,0.629142,0.002230
162,0.635294,93,0.364706,0.368591,0.003885,161,0.632242,0.003053
163,0.639216,95,0.372549,0.373615,0.001066,162,0.638386,0.000830
164,0.643137,96,0.376471,0.378676,0.002206,163,0.641432,0.001705
165,0.647059,97,0.380392,0.383775,0.003383,164,0.644460,0.002599
166,0.650980,99,0.388235,0.388910,0.000675,165,0.650467,0.000514
167,0.654902,100,0.392157,0.394083,0.001926,166,0.653445,0.001457
168,0.658824,101,0.396078,0.399293,0.003215,167,0.656407,0.002416
169,0.662745,103,0.403922,0.404541,0.000619,168,0.662284,0.000461
170,0.666667,104,0.407843,0.409826,0.001983,169,0.665199,0.001468
171,0.670588,105,0.411765,0.415148,0.003383,170,0.668099,0.002490
172,0.674510,107,0.419608,0.420508,0.000900,171,0.673853,0.000657
173,0.678431,108,0.423529,0.425905,0.002376,172,0.676709,0.001723
174,0.682353,109,0.427451,0.431340,0.003889,173,0.679549,0.002804
175,0.686275,111,0.435294,0.436813,0.001519,174,0.685189,0.001086
176,0.690196,112,0.439216,0.442323,0.003107,175,0.687988,0.002208
177,0.694118,114,0.447059,0.447871,0.000812,176,0.693545,0.000572
178,0.698039,115,0.450980,0.453456,0.002476,177,0.696304,0.001735
179,0.701961,117,0.458824,0.459080,0.000256,178,0.701783,0.000178
180,0.705882,118,0.462745,0.464741,0.001996,179,0.704503,0.001380
181,0.709804,119,0.466667,0.470440,0.003774,180,0.707210,0.002594
182,0.713726,121,0.474510,0.476177,0.001667,181,0.712588,0.001137
183,0.717647,122,0.478431,0.481952,0.003521,182,0.715259,0.002388
184,0.721569,124,0.486275,0.487765,0.001491,183,0.720565,0.001003
185,0.725490,125,0.490196,0.493616,0.003420,184,0.723201,0.002289
186,0.729412,127,0.498039,0.499505,0.001466,185,0.728438,0.000974
187,0.733333,128,0.501961,0.505432,0.003472,186,0.731039,0.002294
188,0.737255,130,0.509804,0.511398,0.001594,187,0.736210,0.001045
189,0.741176,131,0.513726,0.517401,0.003676,188,0.738778,0.002398
190,0.745098,133,0.521569,0.523443,0.001875,189,0.743884,0.001214
191,0.749020,135,0.529412,0.529523,0.000111,190,0.748948,0.000072
192,0.752941,136,0.533333,0.535642,0.002308,191,0.751465,0.001477
193,0.756863,138,0.541176,0.541798,0.000622,192,0.756468,0.000395
194,0.760784,139,0.545098,0.547994,0.002895,193,0.758955,0.001830
195,0.764706,141,0.552941,0.554227,0.001286,194,0.763899,0.000807
196,0.768627,142,0.556863,0.560499,0.003636,195,0.766357,0.002271
197,0.772549,144,0.564706,0.566810,0.002104,196,0.771244,0.001305
198,0.776471,146,0.572549,0.573159,0.000610,197,0.776095,0.000376
199,0.780392,147,0.576471,0.579547,0.003076,198,0.778507,0.001885
200,0.784314,149,0.584314,0.585973,0.001659,199,0.783303,0.001010
201,0.788235,151,0.592157,0.592438,0.000281,200,0.788065,0.000170
202,0.792157,152,0.596078,0.598942,0.002863,201,0.790433,0.001724
203,0.796078,154,0.603922,0.605484,0.001563,202,0.795144,0.000935
204,0.800000,156,0.611765,0.612066,0.000301,203,0.799821,0.000179
205,0.803922,157,0.615686,0.618686,0.002999,204,0.802148,0.001774
206,0.807843,159,0.623529,0.625345,0.001815,205,0.806776,0.001067
207,0.811765,161,0.631373,0.632043,0.000670,206,0.811373,0.000391
208,0.815686,162,0.635294,0.638779,0.003485,207,0.813660,0.002026
209,0.819608,164,0.643137,0.645555,0.002418,208,0.818211,0.001397
210,0.823529,166,0.650980,0.652370,0.001390,209,0.822732,0.000798
211,0.827451,168,0.658824,0.659224,0.000400,210,0.827222,0.000229
212,0.831373,169,0.662745,0.666117,0.003372,211,0.829457,0.001916
213,0.835294,171,0.670588,0.673049,0.002461,212,0.833905,0.001390
214,0.839216,173,0.678431,0.680020,0.001589,213,0.838324,0.000892
215,0.843137,175,0.686275,0.687031,0.000756,214,0.842715,0.000422
216,0.847059,176,0.690196,0.694081,0.003884,215,0.844901,0.002158
217,0.850980,178,0.698039,0.701169,0.003130,216,0.849251,0.001729
218,0.854902,180,0.705882,0.708298,0.002415,217,0.853576,0.001326
219,0.858824,182,0.713726,0.715465,0.001740,218,0.857874,0.000950
220,0.862745,184,0.721569,0.722672,0.001104,219,0.862146,0.000599
221,0.866667,186,0.729412,0.729919,0.000507,220,0.866393,0.000274
222,0.870588,187,0.733333,0.737205,0.003871,221,0.868507,0.002081
223,0.874510,189,0.741176,0.744530,0.003354,222,0.872717,0.001793
224,0.878431,191,0.749020,0.751895,0.002875,223,0.876903,0.001529
225,0.882353,193,0.756863,0.759300,0.002437,224,0.881065,0.001288
226,0.886275,195,0.764706,0.766744,0.002038,225,0.885203,0.001071
227,0.890196,197,0.772549,0.774227,0.001678,226,0.889318,0.000878
228,0.894118,199,0.780392,0.781751,0.001359,227,0.893411,0.000707
229,0.898039,201,0.788235,0.789314,0.001078,228,0.897481,0.000558
230,0.901961,203,0.796078,0.796917,0.000838,229,0.901529,0.000431
231,0.905882,205,0.803922,0.804559,0.000638,230,0.905556,0.000326
232,0.909804,207,0.811765,0.812241,0.000477,231,0.909561,0.000243
233,0.913725,209,0.819608,0.819964,0.000356,232,0.913545,0.000180
234,0.917647,211,0.827451,0.827726,0.000275,233,0.917509,0.000139
235,0.921569,213,0.835294,0.835528,0.000234,234,0.921451,0.000117
236,0.925490,215,0.843137,0.843370,0.000232,235,0.925374,0.000116
237,0.929412,217,0.850980,0.851252,0.000271,236,0.929277,0.000135
238,0.933333,219,0.858824,0.859174,0.000350,237,0.933160,0.000173
239,0.937255,221,0.866667,0.867136,0.000469,238,0.937025,0.000230
240,0.941176,223,0.874510,0.875138,0.000628,239,0.940870,0.000307
241,0.945098,225,0.882353,0.883180,0.000827,240,0.944696,0.000402
242,0.949020,227,0.890196,0.891262,0.001066,241,0.948503,0.000516
243,0.952941,229,0.898039,0.899384,0.001345,242,0.952293,0.000648
244,0.956863,231,0.905882,0.907547,0.001665,243,0.956064,0.000798
245,0.960784,233,0.913725,0.915750,0.002025,244,0.959818,0.000966
246,0.964706,235,0.921569,0.923993,0.002425,245,0.963554,0.001152
247,0.968627,237,0.929412,0.932277,0.002865,246,0.967273,0.001354
248,0.972549,239,0.937255,0.940601,0.003346,247,0.970975,0.001574
249,0.976471,241,0.945098,0.948965,0.003867,248,0.974660,0.001811
250,0.980392,244,0.956863,0.957370,0.000507,249,0.980156,0.000236
251,0.984314,246,0.964706,0.965815,0.001109,250,0.983800,0.000514
252,0.988235,248,0.972549,0.974300,0.001751,251,0.987428,0.000808
253,0.992157,250,0.980392,0.982826,0.002434,252,0.991039,0.001118
254,0.996078,252,0.988235,0.991393,0.003158,253,0.994635,0.001443
255,1.000000,255,1.000000,1.000000,0.000000,255,1.000000,0.000000
